,Aspect,Document,Sentiment,Dataset
1335,FOOD#STYLE_OPTIONS,"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1401,FOOD#STYLE_OPTIONS,Chicken teriyaki had tomato or pimentos on top??,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1404,FOOD#STYLE_OPTIONS,I was looking for banana tempura for dessert and they dont have.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1418,FOOD#STYLE_OPTIONS,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1485,FOOD#STYLE_OPTIONS,The food is all shared so we get to order together and eat together.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1535,FOOD#STYLE_OPTIONS,this place had ALL the trimmings and i mean all.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1536,FOOD#STYLE_OPTIONS,"peppers, onions, relish, chilli, cheeses, you NAME it.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1548,FOOD#STYLE_OPTIONS,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1659,FOOD#STYLE_OPTIONS,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1708,FOOD#STYLE_OPTIONS,The menu is fairly simple without much descriptions.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1712,FOOD#STYLE_OPTIONS,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1713,FOOD#STYLE_OPTIONS,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1730,FOOD#STYLE_OPTIONS,"Very ""normal Indian food"", but done really well.",neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1787,FOOD#STYLE_OPTIONS,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1837,FOOD#STYLE_OPTIONS,The concept of japanese tapas is newly created and clearly doesn't work.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1871,FOOD#STYLE_OPTIONS,I took one look at the chicken and I was appalled.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1872,FOOD#STYLE_OPTIONS,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1877,FOOD#STYLE_OPTIONS,I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
11,LAPTOP#PRICE,and its really cheap and you wont regret buying it.,positive,ABSA16_Laptops_Train_SB1_v2.csv
54,LAPTOP#PRICE,I bought it for really cheap also and it's AMAZING.,positive,ABSA16_Laptops_Train_SB1_v2.csv
69,LAPTOP#PRICE,It's more expensive but well worth it in the long run.,negative,ABSA16_Laptops_Train_SB1_v2.csv
94,LAPTOP#PRICE,"High price tag, however.",negative,ABSA16_Laptops_Train_SB1_v2.csv
130,LAPTOP#PRICE,Like the price and operation.,positive,ABSA16_Laptops_Train_SB1_v2.csv
142,LAPTOP#PRICE,I spent alot of money on this product and its been a nightmare.,negative,ABSA16_Laptops_Train_SB1_v2.csv
151,LAPTOP#PRICE,"A little pricey but it is well, well worth it.",negative,ABSA16_Laptops_Train_SB1_v2.csv
198,LAPTOP#PRICE,"If you need an affordable, entry-level laptop, this will fit the bill.",positive,ABSA16_Laptops_Train_SB1_v2.csv
250,LAPTOP#PRICE,"A cheaper price should not equal a ""cheap"" product.",neutral,ABSA16_Laptops_Train_SB1_v2.csv
253,LAPTOP#PRICE,"The price was very good, and the product is top quality.",positive,ABSA16_Laptops_Train_SB1_v2.csv
283,LAPTOP#PRICE,Price and purpose is awesome!,positive,ABSA16_Laptops_Train_SB1_v2.csv
318,LAPTOP#PRICE,I wasn't really sure I wanted to spend that kind of money!,negative,ABSA16_Laptops_Train_SB1_v2.csv
330,LAPTOP#PRICE,It's priced very reasonable and works very well right out of the box.,positive,ABSA16_Laptops_Train_SB1_v2.csv
348,LAPTOP#PRICE,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",neutral,ABSA16_Laptops_Train_SB1_v2.csv
355,LAPTOP#PRICE,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",positive,ABSA16_Laptops_Train_SB1_v2.csv
437,LAPTOP#PRICE,The best thing about this laptop is the price along with some of the newer features.,positive,ABSA16_Laptops_Train_SB1_v2.csv
583,LAPTOP#PRICE,"But, like I said before, the only reason I don't currently have a Mac laptop is because all of their laptops are too pricey.",negative,ABSA16_Laptops_Train_SB1_v2.csv
594,LAPTOP#PRICE,The price is another driving influence that made me purchase this laptop.,positive,ABSA16_Laptops_Train_SB1_v2.csv
746,LAPTOP#PRICE,Good price.,positive,ABSA16_Laptops_Train_SB1_v2.csv
760,LAPTOP#PRICE,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",positive,ABSA16_Laptops_Train_SB1_v2.csv
906,LAPTOP#PRICE,was a great deal i will give that.,positive,ABSA16_Laptops_Train_SB1_v2.csv
917,LAPTOP#PRICE,For the price and what I get out of it has exceeded my expectations.,neutral,ABSA16_Laptops_Train_SB1_v2.csv
933,LAPTOP#PRICE,I finally decided on this laptop because it was the right price for what I need it.,positive,ABSA16_Laptops_Train_SB1_v2.csv
977,LAPTOP#PRICE,This laptop is a great price and has a sleek look.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1002,LAPTOP#PRICE,The price and features more than met my needs.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1182,LAPTOP#PRICE,"I am very happy I bought this Mac, well worth the extra money.",neutral,ABSA16_Laptops_Train_SB1_v2.csv
1216,LAPTOP#PRICE,All for such a great price.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1251,LAPTOP#PRICE,"I spent 2200 dollars on a ""top of the line laptop"".",negative,ABSA16_Laptops_Train_SB1_v2.csv
1253,LAPTOP#PRICE,"1) Payed $2200 for a ""premium"" laptop",negative,ABSA16_Laptops_Train_SB1_v2.csv
1704,LAPTOP#PRICE,I thought the price was great for the specs.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1815,LAPTOP#PRICE,awesome price for a laptop that lasts more than 8 hours without recharging!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1836,LAPTOP#PRICE,great price.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1855,LAPTOP#PRICE,Great price and computer!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1885,LAPTOP#PRICE,Can not believe the price!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1903,LAPTOP#PRICE,for the price this is a super product out of the box.,neutral,ABSA16_Laptops_Train_SB1_v2.csv
1997,LAPTOP#PRICE,I appreciate the effort to hit affordable pricing Dell but just not worth it.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2026,LAPTOP#PRICE,I can't believe this was just $250,positive,ABSA16_Laptops_Train_SB1_v2.csv
2043,LAPTOP#PRICE,D) was under $300 with shipping.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2108,LAPTOP#PRICE,I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2251,LAPTOP#PRICE,7.Expensive.,negative,ABSA16_Laptops_Train_SB1_v2.csv
2252,LAPTOP#PRICE,Paid close to $2800 out the door.,negative,ABSA16_Laptops_Train_SB1_v2.csv
2297,LAPTOP#PRICE,"For $250, which is as much as my graphics card alone cost, this laptop is an incredible value.",positive,ABSA16_Laptops_Train_SB1_v2.csv
2307,LAPTOP#PRICE,Very good price.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2370,LAPTOP#PRICE,Expensive but worth it.,negative,ABSA16_Laptops_Train_SB1_v2.csv
2408,LAPTOP#PRICE,Price makes this the laptop I was looking for.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2412,LAPTOP#PRICE,The price was good.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2415,LAPTOP#PRICE,This is a great bargain.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2451,LAPTOP#PRICE,"The price is great and it does everything I want to do,  Thanks.",positive,ABSA16_Laptops_Train_SB1_v2.csv
2496,LAPTOP#PRICE,"Price is great, wish it didn't have Windows 8, but that is an opinion.",positive,ABSA16_Laptops_Train_SB1_v2.csv
2499,LAPTOP#PRICE,Love the price too!,positive,ABSA16_Laptops_Train_SB1_v2.csv
13,LAPTOP#PRICE,Everything at a very great price.,,EN_LAPT_SB1_TEST_.B.csv
15,LAPTOP#PRICE,Excellent value and a must buy for someone looking for a Macbook.,,EN_LAPT_SB1_TEST_.B.csv
16,LAPTOP#PRICE,You can't get any better than this price and it come with an internal disk drive.,,EN_LAPT_SB1_TEST_.B.csv
23,LAPTOP#PRICE,Got this on black friday with a very good discount and couldn't be happier.,,EN_LAPT_SB1_TEST_.B.csv
127,LAPTOP#PRICE,for the price that i paid i feel that i got good value.,,EN_LAPT_SB1_TEST_.B.csv
195,LAPTOP#PRICE,"And with this price, I don't think you can buy anything better.",,EN_LAPT_SB1_TEST_.B.csv
266,LAPTOP#PRICE,"Even though MacBooks are expensive, you will see that they are well worth the money.",,EN_LAPT_SB1_TEST_.B.csv
295,LAPTOP#PRICE,"While the price may seem high, it is worth every penny with its many perks.",,EN_LAPT_SB1_TEST_.B.csv
333,LAPTOP#PRICE,"Though, that's pretty much what your paying for -- a well designed device.",,EN_LAPT_SB1_TEST_.B.csv
393,LAPTOP#PRICE,"-  With that being said, for the price ($800!), you get a nice fast laptop, but if you ask me, it's missing some things that I feel should be automatically included:",,EN_LAPT_SB1_TEST_.B.csv
421,LAPTOP#PRICE,It's a steal when considering the specs and performance as well.,,EN_LAPT_SB1_TEST_.B.csv
541,LAPTOP#PRICE,By the way...I paid for this particular laptop roughly 2 grand...LOOK AT THE PRICE NOW!,,EN_LAPT_SB1_TEST_.B.csv
576,LAPTOP#PRICE,It is the cheapest product in the line of MacBook's,,EN_LAPT_SB1_TEST_.B.csv
700,LAPTOP#PRICE,"Those looking for a bargain laptop will shy away from the enormous price tag, and those who want to play the latest games do not ever use Macs.",,EN_LAPT_SB1_TEST_.B.csv
709,LAPTOP#PRICE,"Lowering the price by one hundred dollars would justify the hard drive and screen and make the computer a five-star purchase, but for the price, this is a four star (good) computer.",,EN_LAPT_SB1_TEST_.B.csv
731,LAPTOP#PRICE,"You get what you pay for, right?",,EN_LAPT_SB1_TEST_.B.csv
779,LAPTOP#PRICE,I gave this product 5 stars because I have been looking for a MacBook Pro for a long time and I found it here for a wonderful price.,,EN_LAPT_SB1_TEST_.B.csv
791,LAPTOP#PRICE,"If the price doesn't deter you, you'll find it well worth it in terms of trouble-free operation.",,EN_LAPT_SB1_TEST_.B.csv
52,DISPLAY#QUALITY,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",negative,ABSA16_Laptops_Train_SB1_v2.csv
166,DISPLAY#QUALITY,"Three weeks after I bought the netbook, the screen quit working.",negative,ABSA16_Laptops_Train_SB1_v2.csv
167,DISPLAY#QUALITY,I baby my electronics so I know for a fact it was defective and not anything that I did to it.,negative,ABSA16_Laptops_Train_SB1_v2.csv
174,DISPLAY#QUALITY,"The image is great, and the soud is excelent.",positive,ABSA16_Laptops_Train_SB1_v2.csv
197,DISPLAY#QUALITY,The only problem is a lack of screen resolutions!,negative,ABSA16_Laptops_Train_SB1_v2.csv
228,DISPLAY#QUALITY,"Crisp screen, great battery life, and plenty of storage.",positive,ABSA16_Laptops_Train_SB1_v2.csv
239,DISPLAY#QUALITY,The screen shows great colors.,positive,ABSA16_Laptops_Train_SB1_v2.csv
262,DISPLAY#QUALITY,"The screen graphics and clarity, and sharpness are great.",positive,ABSA16_Laptops_Train_SB1_v2.csv
335,DISPLAY#QUALITY,the screen/video resolution won't increase to a higher resolution then 1024 x 60,negative,ABSA16_Laptops_Train_SB1_v2.csv
399,DISPLAY#QUALITY,The lcd screen stopped working on mine after 10 months.,negative,ABSA16_Laptops_Train_SB1_v2.csv
438,DISPLAY#QUALITY,The screen is bright and the keyboard is nice;,positive,ABSA16_Laptops_Train_SB1_v2.csv
471,DISPLAY#QUALITY,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",negative,ABSA16_Laptops_Train_SB1_v2.csv
537,DISPLAY#QUALITY,"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",negative,ABSA16_Laptops_Train_SB1_v2.csv
575,DISPLAY#QUALITY,"Screen is crystal clear, yes it's small - but it's a netbook!",positive,ABSA16_Laptops_Train_SB1_v2.csv
611,DISPLAY#QUALITY,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",positive,ABSA16_Laptops_Train_SB1_v2.csv
772,DISPLAY#QUALITY,"For the not so good, I got the stock screen - which is VERY glossy.",negative,ABSA16_Laptops_Train_SB1_v2.csv
774,DISPLAY#QUALITY,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,neutral,ABSA16_Laptops_Train_SB1_v2.csv
843,DISPLAY#QUALITY,The pictures are clear as can be.,positive,ABSA16_Laptops_Train_SB1_v2.csv
877,DISPLAY#QUALITY,"The screen is bright and clear, the operating system is solid and friendly to a novice.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1069,DISPLAY#QUALITY,Screen is crystal clear and the system is very responsive.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1504,DISPLAY#QUALITY,"The only drawback for me is how dirty the screen gets, and rather quickly too.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1545,DISPLAY#QUALITY,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1758,DISPLAY#QUALITY,"The HD display is sensational, and now watching any movie is a very enjoyable experience for me.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1795,DISPLAY#QUALITY,The glare of the glossy-retina display is unbearable.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1861,DISPLAY#QUALITY,Fired up and worked for the first day and then the display died on my wife while she was taking a timed test.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1914,DISPLAY#QUALITY,Screen broke 1 month outside warranty.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1927,DISPLAY#QUALITY,"The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.",positive,ABSA16_Laptops_Train_SB1_v2.csv
2076,DISPLAY#QUALITY,"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use.",positive,ABSA16_Laptops_Train_SB1_v2.csv
2089,DISPLAY#QUALITY,"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;",positive,ABSA16_Laptops_Train_SB1_v2.csv
2132,DISPLAY#QUALITY,The display is good quality.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2158,DISPLAY#QUALITY,Screen is clear and bright.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2241,DISPLAY#QUALITY,Love the color accuracy.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2371,DISPLAY#QUALITY,The display has a great resolution but have difficulty always seeing the small print.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2445,DISPLAY#QUALITY,"Retina screen, solid build quality, weight, fast processor and the reliability of the Apple brand.",positive,ABSA16_Laptops_Train_SB1_v2.csv
24,DISPLAY#QUALITY,"The screen is great, I don't see the need for a retina display.",,EN_LAPT_SB1_TEST_.B.csv
30,DISPLAY#QUALITY,"I love the new high retina display, and because this computer lacks a disc player it makes it significantly lighter.",,EN_LAPT_SB1_TEST_.B.csv
62,DISPLAY#QUALITY,Great color on screen.,,EN_LAPT_SB1_TEST_.B.csv
117,DISPLAY#QUALITY,The screen looks great in my opinion the sound is nice.,,EN_LAPT_SB1_TEST_.B.csv
153,DISPLAY#QUALITY,The resolution is excellent.,,EN_LAPT_SB1_TEST_.B.csv
190,DISPLAY#QUALITY,"- The screen is a matte 1080p display, which is nice, but with poor viewing angle.",,EN_LAPT_SB1_TEST_.B.csv
253,DISPLAY#QUALITY,The screen definition is superb and it fires up super quick and same to close down.,,EN_LAPT_SB1_TEST_.B.csv
265,DISPLAY#QUALITY,The screen has an extremely high resolution that I'm very pleased with.,,EN_LAPT_SB1_TEST_.B.csv
286,DISPLAY#QUALITY,"It churns out HD content, runs without many flaws and I've yet to get a virus on a Mac since I started using the platform in the early 1990's.",,EN_LAPT_SB1_TEST_.B.csv
448,DISPLAY#QUALITY,"Overall, the screen resolution, though non-retina, is sufficient for normal web browsing and work.",,EN_LAPT_SB1_TEST_.B.csv
484,DISPLAY#QUALITY,Glare is also pretty frustrating.,,EN_LAPT_SB1_TEST_.B.csv
602,DISPLAY#QUALITY,The brightest screen setting appeared dim in normal room light.,,EN_LAPT_SB1_TEST_.B.csv
48,LAPTOP#CONNECTIVITY,It's even easy to hook up to other wireless networks.,positive,ABSA16_Laptops_Train_SB1_v2.csv
121,LAPTOP#CONNECTIVITY,It would not let me connect to my Wifi system where I lived.,negative,ABSA16_Laptops_Train_SB1_v2.csv
138,LAPTOP#CONNECTIVITY,I can barely use any usb devices because they will not stay connected properly.,negative,ABSA16_Laptops_Train_SB1_v2.csv
278,LAPTOP#CONNECTIVITY,"I have found also, it is very easy to be able to access wireless internet access; without having to have extra equipment and/or complicated routes to take to be able to do so.",positive,ABSA16_Laptops_Train_SB1_v2.csv
294,LAPTOP#CONNECTIVITY,It works fine with our wireless and they've had not problems.,positive,ABSA16_Laptops_Train_SB1_v2.csv
307,LAPTOP#CONNECTIVITY,The WiFi is very weak.,negative,ABSA16_Laptops_Train_SB1_v2.csv
536,LAPTOP#CONNECTIVITY,Great wifi too.,positive,ABSA16_Laptops_Train_SB1_v2.csv
607,LAPTOP#CONNECTIVITY,The internet capabilities are also very strong and picks up signals very easily.,positive,ABSA16_Laptops_Train_SB1_v2.csv
630,LAPTOP#CONNECTIVITY,It does not keep internet signals no matter where you bring it.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1265,LAPTOP#CONNECTIVITY,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1346,LAPTOP#CONNECTIVITY,in 5 months the connect quality got worse and worse.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1354,LAPTOP#CONNECTIVITY,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1400,LAPTOP#CONNECTIVITY,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1403,LAPTOP#CONNECTIVITY,Needless to say a PC that can't support a cell phone is less than useless!,negative,ABSA16_Laptops_Train_SB1_v2.csv
1717,LAPTOP#CONNECTIVITY,"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1719,LAPTOP#CONNECTIVITY,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1723,LAPTOP#CONNECTIVITY,But as time went on I found it almost impossible to keep the thing on-line through wi-fi.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1768,LAPTOP#CONNECTIVITY,Below average on the w-fi adapter which I'm still trying to get to the bottom of.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1875,LAPTOP#CONNECTIVITY,just wifi....,negative,ABSA16_Laptops_Train_SB1_v2.csv
1949,LAPTOP#CONNECTIVITY,External monitor worked easily.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2071,LAPTOP#CONNECTIVITY,I can't put a protector to make presentation...,negative,ABSA16_Laptops_Train_SB1_v2.csv
2078,LAPTOP#CONNECTIVITY,"Internet is fast and reliable, battery life lasts a long time.",positive,ABSA16_Laptops_Train_SB1_v2.csv
2167,LAPTOP#CONNECTIVITY,Wifi card not working right out of the box.,negative,ABSA16_Laptops_Train_SB1_v2.csv
2406,LAPTOP#CONNECTIVITY,"Needed a 2 usb adapt. for network plug, no problem.",neutral,ABSA16_Laptops_Train_SB1_v2.csv
2421,LAPTOP#CONNECTIVITY,It has no way of connecting to the internet save wifi but that's all I use anyway!,neutral,ABSA16_Laptops_Train_SB1_v2.csv
2423,LAPTOP#CONNECTIVITY,"I plugged it into my existing printers and it just worked, no fuss no muss.",positive,ABSA16_Laptops_Train_SB1_v2.csv
2424,LAPTOP#CONNECTIVITY,It immediately recognized the printer and was ready to go.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2429,LAPTOP#CONNECTIVITY,"The biggie though is the fact that it disconnects from the internet whenever if feels like it, even when the strength bar is filled.",negative,ABSA16_Laptops_Train_SB1_v2.csv
2430,LAPTOP#CONNECTIVITY,"Also, when you try to download a large file, like a video, it will start out normally, downloading at around 600kb/sec and over the course of a couple of minutes will slow waaaaaay down to around 20kb/sec, making a download of a couple minutes into several hours making it worthless.",negative,ABSA16_Laptops_Train_SB1_v2.csv
2432,LAPTOP#CONNECTIVITY,Too often I would find it not being able to stay connected to the internet.,negative,ABSA16_Laptops_Train_SB1_v2.csv
399,LAPTOP#CONNECTIVITY,I hooked up a USB mouse and all is well.,,EN_LAPT_SB1_TEST_.B.csv
437,LAPTOP#CONNECTIVITY,The wireless adapter is strong and the SSD is fast.,,EN_LAPT_SB1_TEST_.B.csv
481,LAPTOP#CONNECTIVITY,"Sometimes It stops receiving wifi signal, so I have to restart it.",,EN_LAPT_SB1_TEST_.B.csv
629,LAPTOP#CONNECTIVITY,The wifi rumor hasn't happened to me.,,EN_LAPT_SB1_TEST_.B.csv
630,LAPTOP#CONNECTIVITY,The wifi works great.,,EN_LAPT_SB1_TEST_.B.csv
764,LAPTOP#CONNECTIVITY,"Sometimes it comes back, sometimes not.",,EN_LAPT_SB1_TEST_.B.csv
497,OS#GENERAL,I don't understand why only Windows 7 Starter is included.,negative,ABSA16_Laptops_Train_SB1_v2.csv
569,OS#GENERAL,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",positive,ABSA16_Laptops_Train_SB1_v2.csv
717,OS#GENERAL,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",neutral,ABSA16_Laptops_Train_SB1_v2.csv
718,OS#GENERAL,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",negative,ABSA16_Laptops_Train_SB1_v2.csv
727,OS#GENERAL,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",positive,ABSA16_Laptops_Train_SB1_v2.csv
741,OS#GENERAL,Windows Vista makes this computer almost unusable for online service.,negative,ABSA16_Laptops_Train_SB1_v2.csv
762,OS#GENERAL,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",positive,ABSA16_Laptops_Train_SB1_v2.csv
768,OS#GENERAL,"The improvements to the OS have been relatively gradual, but substantive.",positive,ABSA16_Laptops_Train_SB1_v2.csv
815,OS#GENERAL,I love the operating system and the preloaded software.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1049,OS#GENERAL,I loved the netbook (minus the fact that it was windows OS) until this started happening.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1076,OS#GENERAL,Vista is a nightmare.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1099,OS#GENERAL,This system came loaded with Windows 7 Starter.,neutral,ABSA16_Laptops_Train_SB1_v2.csv
1628,OS#GENERAL,"I have Vista, so I am unable to install and uninstall  some programs.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1783,OS#GENERAL,The big deal with this was Windows 7.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1825,OS#GENERAL,Hate Windows 8.1!,negative,ABSA16_Laptops_Train_SB1_v2.csv
1847,OS#GENERAL,"It also gave me an introduction to Windows 8, which I hope will be discontinued it the future.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1954,OS#GENERAL,Windows 7 rocks.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1958,OS#GENERAL,"One of the very few laptops still available with Win 7 Pro, multiple USB ports, and a DVD read/write drive.",positive,ABSA16_Laptops_Train_SB1_v2.csv
2044,OS#GENERAL,The only con is Windows effin 8.,negative,ABSA16_Laptops_Train_SB1_v2.csv
2048,OS#GENERAL,"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there.",positive,ABSA16_Laptops_Train_SB1_v2.csv
2103,OS#GENERAL,The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.,negative,ABSA16_Laptops_Train_SB1_v2.csv
2110,OS#GENERAL,"I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",negative,ABSA16_Laptops_Train_SB1_v2.csv
2411,OS#GENERAL,"I liked the fact that it came with Windows 7, but also included Windows 8 to install later if I need it.",positive,ABSA16_Laptops_Train_SB1_v2.csv
2438,OS#GENERAL,The 8.1 windows is a major disappointment.,negative,ABSA16_Laptops_Train_SB1_v2.csv
2458,OS#GENERAL,I don't like WINDOWS 8 but that is no fault of the computer but the keyboard is so hard to get the keys to work and the space bar.,negative,ABSA16_Laptops_Train_SB1_v2.csv
2478,OS#GENERAL,Windows 8.1 has its pros and cons.,neutral,ABSA16_Laptops_Train_SB1_v2.csv
111,OS#GENERAL,"Upgrading from a toshiba laptop, I am fully impressed with all of the benefits that the mac operating system provides.",,EN_LAPT_SB1_TEST_.B.csv
151,OS#GENERAL,I'm excited for El Capitan.,,EN_LAPT_SB1_TEST_.B.csv
547,OS#GENERAL,"I was pretty skeptical about upgrading to windows 10, but it is pretty awesome.",,EN_LAPT_SB1_TEST_.B.csv
615,OS#GENERAL,"IOS does everything its billed to do and much, much more.",,EN_LAPT_SB1_TEST_.B.csv
626,OS#GENERAL,The only problem I have is with windows 8.,,EN_LAPT_SB1_TEST_.B.csv
627,OS#GENERAL,I hate windows 8.,,EN_LAPT_SB1_TEST_.B.csv
781,OS#GENERAL,I really like Mac/Apple products because of their operating system.,,EN_LAPT_SB1_TEST_.B.csv
10,RESTAURANT#PRICES,"For the price, you cannot eat this well in Manhattan.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
149,RESTAURANT#PRICES,Slightly on the pricey side but worth it!,negative,ABSA16_Restaurants_Train_SB1_v2.csv
224,RESTAURANT#PRICES,Prices are in line.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
317,RESTAURANT#PRICES,The price is reasonable although the service is poor.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
364,RESTAURANT#PRICES,"Yes, the prices are high, but I felt it was worth it.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
523,RESTAURANT#PRICES,Prices too high for this cramped and unappealing resturant.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
540,RESTAURANT#PRICES,The prices were CHEAP compared to the quality of service and food.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
551,RESTAURANT#PRICES,Moderate prices.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
570,RESTAURANT#PRICES,The prices are wonderfully low.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
583,RESTAURANT#PRICES,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
